Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;86;91;98;86;86
1;85;88;94;85;85
2;84;87;89;86;85
3;85;88;90;85;85
4;84;87;89;84;84
5;81;86;90;88;84
6;84;89;92;84;84
7;81;86;88;81;81
8;84;84;85;84;81
9;81;87;89;81;81
10;84;84;85;84;81
11;81;85;89;81;81
12;84;84;85;84;81
13;81;85;89;81;81
14;84;84;85;84;81
15;81;87;89;81;81
16;84;84;85;84;81
17;81;87;89;81;81
18;84;84;85;84;81
19;81;87;89;85;81
20;84;87;89;84;81
21;80;85;88;80;80
22;84;84;85;84;80
23;80;85;88;80;80
24;84;84;85;84;80
25;80;84;89;80;80
26;84;84;85;84;80
27;80;86;89;85;80
28;84;87;89;84;80
29;80;85;88;85;80
30;84;86;89;84;80
31;80;85;89;81;80
32;84;84;86;84;80
33;81;85;89;88;80
34;84;88;93;84;80
35;81;85;89;81;80
36;84;84;86;84;80
37;80;84;89;80;80
38;84;84;85;84;80
39;80;86;89;85;80
40;84;86;89;84;80
41;80;84;88;80;80
42;84;84;85;84;80
43;80;86;89;80;80
44;84;84;85;84;80
45;80;84;88;80;80
46;84;84;85;84;80
47;80;84;88;88;80
48;84;88;92;84;80
49;80;84;88;80;80
50;84;84;85;84;80
51;80;84;89;80;80
52;84;84;85;84;80
53;80;86;89;85;80
54;84;86;89;84;80
55;80;84;88;80;80
56;84;84;85;84;80
57;80;84;88;80;80
58;84;84;85;84;80
59;80;84;89;80;80
60;84;84;85;84;80
61;80;84;88;80;80
62;84;84;85;84;80
63;80;86;89;85;80
64;84;87;89;84;80
65;80;85;88;81;80
66;84;84;85;84;80
67;81;87;88;85;80
68;84;89;89;84;80
69;80;86;88;80;80
70;84;84;84;84;80
71;80;84;88;80;80
72;84;84;84;84;80
73;80;84;88;80;80
74;84;84;84;84;80
75;80;84;88;88;80
76;84;88;92;84;80
77;80;84;88;80;80
78;84;84;84;84;80
79;80;86;88;85;80
80;84;86;89;84;80
81;80;86;89;88;80
82;84;89;92;84;80
83;80;85;88;80;80
84;84;84;84;84;80
85;80;86;88;80;80
86;84;84;84;84;80
87;80;85;88;80;80
88;84;84;85;84;80
89;80;84;88;88;80
90;84;88;92;84;80
91;80;86;88;80;80
92;84;84;84;84;80
93;80;84;88;80;80
94;84;84;84;84;80
95;80;85;88;80;80
96;84;84;84;84;80
97;80;86;88;80;80
98;84;84;84;84;80
99;80;84;88;80;80
